Total_Funding_USD_M,Burn_Rate_USD_M,Runway_Months,Revenue_USD_M,Revenue_Growth_Rate,Net_Profit_Margin,CAC,LTV,LTV_CAC_Ratio,ARR_USD_M,Churn_Rate,Novelty_Score,Sustainability_Alignment,Sentiment_Score,Social_Buzz_Score,label
16.1,0.561,14.34,18.489,0.53,0.409,0.37,1.075,2.905,9.914,0.139,0.778,0,0.345,0.6,1
13.413,0.958,7.0,16.243,0.569,0.182,0.288,1.248,4.335,15.527,0.045,0.352,1,0.315,0.301,1
23.118,0.942,12.27,23.004,0.507,-0.032,0.124,1.113,8.0,15.887,0.029,0.808,1,0.338,0.03,1
22.241,0.661,16.83,6.166,0.634,0.098,0.429,1.647,3.84,2.545,0.077,0.228,1,-0.129,0.472,1
17.421,0.395,22.08,14.858,0.472,-0.021,0.051,2.226,8.0,17.687,0.023,0.299,0,0.03,0.275,1
13.79,0.994,6.94,10.056,0.384,0.222,0.195,2.37,8.0,8.313,0.0,0.465,1,0.125,0.165,1
16.786,0.585,14.35,7.235,0.598,-0.216,0.264,1.852,7.023,5.174,0.063,0.192,0,-0.017,0.683,1
19.277,0.632,15.26,17.446,0.332,-0.115,0.47,2.671,5.678,14.22,0.152,0.074,0,-0.448,0.172,1
12.895,0.515,12.52,10.108,0.357,0.141,0.544,1.422,2.612,8.248,0.078,0.552,1,-0.332,0.061,1
23.891,0.378,31.64,3.73,0.694,0.295,0.515,0.784,1.521,2.895,0.089,0.522,0,0.18,0.259,1
28.565,0.233,48.0,16.156,0.674,-0.39,0.327,2.127,6.503,14.385,0.0,0.718,1,0.417,0.024,1
34.032,0.758,22.44,12.932,0.348,0.325,0.05,0.681,8.0,14.335,0.102,0.696,0,0.103,0.374,1
33.1,0.404,40.95,11.436,0.259,0.022,0.409,1.222,2.992,7.335,0.085,0.64,0,1.0,0.278,1
16.052,1.365,5.88,5.492,0.643,-0.327,0.571,1.86,3.26,4.336,0.047,0.825,0,-0.222,0.297,1
19.716,0.328,30.01,12.12,0.51,-0.55,0.535,1.549,2.895,4.883,0.089,0.209,0,0.256,0.405,1
17.267,0.286,30.22,21.443,0.413,-0.256,0.419,1.505,3.587,23.326,0.089,0.646,0,0.552,0.101,1
17.238,0.728,11.85,12.752,0.286,0.046,0.172,1.01,5.884,8.222,0.027,0.656,0,0.473,0.039,1
16.731,0.982,8.52,4.441,0.416,0.037,0.271,1.595,5.88,2.74,0.097,0.419,1,0.329,0.406,1
18.719,0.616,15.19,13.242,0.346,0.177,0.64,2.102,3.284,15.864,0.14,0.6,1,0.475,0.332,1
30.655,0.743,20.63,12.819,0.217,-0.06,0.137,1.61,8.0,11.121,0.069,0.314,1,0.119,0.047,1
21.472,0.139,48.0,15.463,0.376,-0.172,0.178,1.185,6.663,7.707,0.037,0.731,0,0.682,0.646,1
10.384,0.431,12.06,12.64,0.403,-0.033,0.491,0.976,1.987,7.741,0.071,0.917,0,0.549,0.199,1
28.028,0.332,42.26,6.328,0.275,0.057,0.285,1.195,4.189,4.32,0.123,0.482,1,-0.198,0.27,1
20.556,0.126,48.0,11.122,0.531,0.096,0.173,1.796,8.0,13.223,0.019,0.672,0,0.213,0.129,1
23.237,0.629,18.46,9.345,0.608,-0.108,0.579,1.772,3.059,6.958,0.109,0.199,0,-0.442,0.503,1
21.28,0.05,48.0,11.804,0.544,0.23,0.419,1.2,2.862,6.895,0.046,0.548,1,0.633,0.467,1
21.722,0.269,40.31,17.763,0.295,-0.074,0.293,0.495,1.69,15.201,0.092,0.214,0,0.178,0.096,0
22.174,0.466,23.81,7.5,0.501,-0.124,0.178,1.81,8.0,5.429,0.052,0.32,1,0.572,0.241,1
7.384,0.392,9.41,24.731,0.366,-0.058,0.657,1.151,1.752,10.98,0.052,0.577,0,0.062,0.296,0
23.105,0.699,16.52,13.198,0.103,0.265,0.346,1.945,5.615,14.37,0.156,0.466,0,-0.55,0.183,1
13.165,0.676,9.73,16.202,0.485,0.023,0.56,1.222,2.184,6.684,0.01,0.332,0,1.0,0.404,1
14.789,0.823,8.98,15.131,0.379,-0.089,0.484,1.106,2.285,16.928,0.104,0.976,1,0.146,0.375,1
18.65,0.788,11.83,12.933,0.869,0.235,0.272,1.677,6.167,13.366,0.167,0.434,1,-0.25,0.089,1
36.414,0.885,20.57,14.138,0.641,0.479,0.273,2.779,8.0,6.513,0.114,0.491,1,0.501,0.496,1
11.276,0.6,9.4,1.106,0.492,0.092,0.567,1.975,3.483,1.083,0.013,0.359,0,0.813,0.348,1
18.361,0.676,13.58,15.117,0.4,0.297,0.569,1.668,2.93,15.37,0.016,0.405,1,0.029,0.151,1
16.542,0.728,11.36,6.605,0.383,0.257,0.068,1.779,8.0,5.824,0.042,0.459,0,0.065,0.35,1
27.847,0.635,21.91,10.421,0.149,-0.071,0.432,0.724,1.675,8.984,0.088,0.435,0,0.183,0.272,0
16.328,0.501,16.31,12.887,0.002,0.055,0.332,1.039,3.131,5.667,0.091,0.588,1,-0.289,0.333,1
20.662,0.517,19.99,18.157,0.175,-0.207,0.195,0.345,1.767,8.127,0.016,0.73,1,-0.142,0.61,1
11.292,0.396,14.27,6.606,0.34,0.009,0.389,2.465,6.332,6.486,0.036,0.354,1,0.724,0.406,1
29.932,0.705,21.22,8.48,-0.071,-0.075,0.148,2.364,8.0,4.108,0.039,0.417,0,0.054,0.137,1
8.905,0.576,7.72,9.094,0.241,-0.031,0.28,1.796,6.415,5.397,0.071,0.284,1,-0.193,0.38,1
22.964,0.434,26.44,11.877,0.3,-0.1,0.23,1.668,7.243,9.49,0.179,0.363,0,-0.058,0.213,1
20.721,0.434,23.85,9.39,0.307,-0.007,0.275,0.824,2.997,4.989,0.033,0.786,1,0.475,0.458,1
22.092,0.297,37.14,14.17,0.218,0.156,0.339,1.49,4.393,14.621,0.031,0.201,0,-0.592,0.133,1
8.972,0.845,5.31,3.82,0.282,0.026,0.198,2.496,8.0,3.996,0.023,0.104,0,0.189,0.213,1
16.172,0.62,13.05,9.998,0.695,-0.323,0.586,1.666,2.843,10.736,0.112,0.745,0,0.962,0.171,1
27.245,0.384,35.45,22.485,0.482,-0.099,0.424,1.318,3.108,9.885,0.078,0.029,0,0.811,0.161,1
38.861,0.802,24.22,9.403,0.238,-0.254,0.619,0.721,1.164,6.98,0.035,0.512,0,0.301,0.367,0
17.734,0.46,19.28,13.223,0.336,0.099,0.326,2.29,7.025,14.249,0.062,0.895,1,0.561,0.471,1
26.108,0.248,48.0,16.783,0.344,0.151,0.268,1.565,5.846,11.59,0.04,0.46,1,0.557,0.366,1
19.82,0.855,11.59,13.009,0.196,0.101,0.614,0.722,1.176,12.445,0.095,0.403,0,0.056,0.204,0
18.159,0.466,19.5,25.826,0.196,-0.107,0.263,1.138,4.322,22.504,0.214,0.667,0,0.424,0.274,1
15.309,0.498,15.38,11.256,0.552,0.099,0.323,0.961,2.974,7.629,0.108,0.062,1,0.726,0.24,1
18.693,0.61,15.31,14.523,0.266,-0.044,0.458,1.534,3.35,9.02,0.075,0.215,1,-0.342,0.206,1
25.076,0.886,14.16,12.126,0.131,-0.178,0.164,1.704,8.0,11.182,0.047,0.49,0,0.302,0.236,1
25.994,0.605,21.48,20.26,0.341,0.198,0.457,1.348,2.953,10.27,0.013,0.565,1,0.227,0.383,1
9.901,0.3,16.49,8.7,0.374,0.214,0.438,1.989,4.545,9.466,0.117,0.189,0,0.136,0.275,1
14.665,0.736,9.96,26.859,-0.045,0.24,0.54,1.639,3.034,23.13,0.114,0.511,1,0.105,0.155,1
11.014,0.479,11.5,7.6,0.342,-0.072,0.484,2.131,4.408,3.718,0.057,0.925,1,0.181,0.222,1
19.121,1.072,8.92,23.546,0.524,0.286,0.545,1.421,2.608,22.671,0.141,0.415,0,0.21,0.182,1
15.905,0.6,13.26,6.187,0.44,-0.049,0.333,3.123,8.0,4.608,0.081,0.897,0,0.492,0.273,1
21.76,0.05,48.0,14.755,0.796,0.181,0.221,1.318,5.974,8.311,0.119,0.74,1,0.267,0.243,1
22.437,0.689,16.27,10.761,0.6,-0.052,0.666,1.148,1.723,12.578,0.095,0.36,0,0.038,0.177,0
5.455,1.086,3.0,16.612,0.64,0.005,0.121,1.087,8.0,16.208,0.071,0.803,0,-0.194,0.21,1
18.627,0.994,9.37,13.386,0.91,-0.434,0.136,1.495,8.0,11.705,0.032,0.526,0,-0.065,0.068,1
30.925,1.058,14.62,16.169,0.502,-0.01,0.435,0.74,1.703,17.448,0.073,0.378,1,0.191,0.264,1
14.668,0.345,21.25,6.068,0.383,0.068,0.594,1.747,2.943,5.067,0.122,0.424,0,-0.147,0.265,0
14.466,0.828,8.74,4.236,0.545,-0.032,0.378,0.647,1.711,3.191,0.055,0.122,0,0.431,0.579,0
28.55,0.42,34.03,5.526,0.238,0.401,0.5,1.681,3.362,3.048,0.102,0.281,1,0.251,0.322,1
26.53,0.656,20.22,5.448,0.372,-0.182,0.051,0.924,8.0,2.848,0.026,0.094,1,0.5,0.249,1
11.572,0.282,20.54,6.027,0.22,-0.063,0.275,1.409,5.124,4.494,0.119,0.508,0,-0.124,0.038,1
25.377,0.439,28.91,7.876,0.43,-0.131,0.069,1.902,8.0,6.023,0.096,0.43,0,-0.191,0.095,1
12.824,0.431,14.88,7.838,0.22,-0.063,0.467,2.752,5.892,7.734,0.02,0.23,0,0.498,0.454,1
14.396,0.825,8.73,10.891,0.213,0.256,0.118,1.061,8.0,8.208,0.069,0.161,0,0.145,0.222,1
11.567,0.8,7.23,6.865,0.433,0.346,0.158,1.525,8.0,6.004,0.127,0.586,0,0.029,0.228,1
9.861,0.669,7.37,7.164,0.322,-0.09,0.427,1.238,2.899,7.637,0.017,0.844,0,0.345,0.404,1
19.63,0.262,37.41,9.698,-0.036,-0.095,0.509,1.165,2.288,11.586,0.026,0.38,0,0.332,0.333,0
9.115,0.522,8.73,17.738,0.059,-0.181,0.326,1.243,3.81,11.672,0.077,0.701,1,-0.34,0.206,1
19.992,0.413,24.18,8.622,0.121,0.311,0.436,2.012,4.62,9.67,0.187,0.265,0,0.585,0.213,1
19.708,0.817,12.06,10.525,0.173,0.274,0.431,1.356,3.149,10.997,0.046,0.328,0,-0.044,0.248,1
17.37,0.895,9.71,11.41,0.433,0.029,0.318,2.725,8.0,5.185,0.105,0.823,1,0.695,0.163,1
14.994,0.864,8.68,6.416,0.394,-0.229,0.186,1.808,8.0,4.281,0.093,0.498,0,-0.367,0.192,1
13.634,0.411,16.58,9.066,0.563,-0.211,0.435,1.095,2.519,5.215,0.051,0.306,1,0.211,0.131,1
10.852,0.05,48.0,7.473,0.501,0.084,0.442,1.417,3.205,6.961,0.088,0.126,0,0.035,0.283,1
34.145,0.158,48.0,16.913,0.564,0.16,0.484,1.199,2.477,14.278,0.058,0.309,0,-0.591,0.294,1
17.017,0.955,8.91,16.23,0.472,-0.363,0.397,2.0,5.04,12.917,0.062,0.024,0,0.33,0.038,1
16.755,0.5,16.77,7.07,0.392,-0.014,0.175,0.781,4.468,7.147,0.0,0.357,0,-0.573,0.607,1
11.837,0.412,14.35,10.423,0.57,0.374,0.454,0.93,2.049,6.948,0.079,0.241,1,-0.002,0.251,0
32.541,1.011,16.1,14.528,0.534,0.006,0.35,1.304,3.729,10.26,0.125,0.604,0,0.486,0.288,1
14.043,0.916,7.66,12.66,0.425,0.348,0.278,1.941,6.994,13.831,0.083,0.97,0,-0.086,0.113,1
20.853,0.606,17.2,13.344,0.604,0.18,0.306,2.217,7.248,15.716,0.135,0.679,0,-0.216,0.503,1
22.66,0.527,21.51,6.437,-0.119,-0.167,0.246,2.29,8.0,6.573,0.109,0.474,0,0.38,0.316,1
19.637,0.567,17.32,23.122,0.292,-0.009,0.483,1.865,3.858,13.264,0.077,0.611,0,0.013,0.361,1
9.004,0.657,6.85,7.794,0.289,0.024,0.137,1.559,8.0,3.82,0.049,0.715,0,-0.042,0.207,1
24.899,1.0,12.45,7.677,0.581,-0.141,0.201,1.997,8.0,4.355,0.056,0.727,0,0.546,0.435,1
13.975,0.706,9.9,5.153,0.664,-0.144,0.301,1.028,3.418,3.804,0.006,0.5,1,-0.309,0.181,1
26.413,0.782,16.9,9.917,0.06,0.351,0.592,0.678,1.145,5.845,0.067,0.291,1,-0.061,0.74,0
13.552,0.892,7.59,18.665,0.632,-0.145,0.508,1.818,3.578,20.92,0.087,0.603,0,0.403,0.067,1
18.093,0.308,29.41,12.596,0.116,0.266,0.104,1.097,8.0,11.797,0.166,0.562,1,-0.331,0.178,1
23.275,0.789,14.75,10.319,0.122,-0.037,0.553,1.567,2.836,7.568,0.106,0.431,0,0.721,0.064,1
31.586,0.526,30.0,15.648,0.303,0.045,0.552,1.66,3.005,9.687,0.037,0.225,0,0.024,0.385,1
24.492,0.05,48.0,18.437,0.286,0.162,0.174,1.724,8.0,12.989,0.008,0.333,1,0.406,0.296,1
23.527,0.068,48.0,16.212,0.038,-0.07,0.05,2.069,8.0,12.659,0.07,0.652,1,0.405,0.265,1
25.4,0.345,36.76,3.527,0.48,0.164,0.339,2.016,5.944,3.425,0.121,0.81,0,0.047,0.38,1
12.608,0.733,8.6,15.715,0.486,-0.359,0.518,1.698,3.275,7.409,0.069,0.796,1,-0.068,0.32,1
26.909,0.628,21.41,13.608,0.561,0.138,0.589,1.379,2.342,14.684,0.107,0.843,1,0.085,0.299,1
16.416,0.646,12.7,6.986,0.263,-0.444,0.219,1.654,7.539,3.507,0.071,0.718,0,0.349,0.444,1
16.665,1.088,7.66,13.636,0.342,0.005,0.613,1.302,2.125,8.317,0.116,0.507,0,-0.245,0.074,0
19.358,0.283,34.23,18.683,0.344,0.221,0.05,1.502,8.0,22.324,0.0,0.504,1,-0.321,0.444,1
15.716,0.593,13.25,7.977,0.688,0.174,0.295,2.909,8.0,4.405,0.16,0.533,1,0.619,0.26,1
11.361,0.676,8.4,16.782,-0.2,-0.21,0.287,1.691,5.884,8.071,0.024,0.819,0,-0.157,0.528,1
18.694,0.416,22.47,12.735,0.159,-0.184,0.523,1.825,3.491,11.598,0.12,0.633,0,0.224,0.504,1
16.702,0.607,13.76,1.565,0.351,-0.088,0.545,1.247,2.29,1.118,0.066,0.899,1,0.029,0.293,1
16.428,0.2,41.07,10.71,0.133,0.087,0.493,2.11,4.279,5.071,0.074,0.753,0,0.045,0.107,1
17.829,0.952,9.36,12.481,0.298,-0.356,0.147,1.98,8.0,5.03,0.068,0.751,1,0.601,0.097,1
5.776,0.43,6.72,9.254,0.325,0.047,0.479,1.984,4.138,4.288,0.093,0.096,0,0.07,0.09,1
16.484,1.108,7.44,12.974,0.218,0.112,0.426,1.707,4.005,10.615,0.103,0.809,1,-0.025,0.482,1
33.332,0.592,28.16,10.128,0.363,-0.007,0.099,2.117,8.0,5.922,0.133,0.515,0,0.006,0.397,1
32.16,0.857,18.76,29.558,0.476,0.155,0.05,2.236,8.0,30.21,0.15,0.77,0,-0.076,0.167,1
18.99,0.587,16.18,8.917,0.303,0.095,0.506,1.742,3.444,9.683,0.097,0.231,1,-0.135,0.229,1
18.699,0.592,15.79,7.095,0.259,-0.058,0.323,1.543,4.776,3.66,0.166,0.139,0,-0.075,0.174,1
4.941,0.454,5.44,16.364,0.317,-0.337,0.157,2.047,8.0,10.958,0.085,0.505,0,0.682,0.243,1
14.356,0.63,11.4,9.517,0.349,0.077,0.319,1.148,3.601,4.923,0.134,0.15,0,0.349,0.49,1
25.287,0.679,18.61,10.409,0.002,-0.141,0.405,1.241,3.067,6.551,0.101,0.674,1,-0.021,0.209,1
15.539,0.404,19.23,9.955,0.442,-0.066,0.338,1.573,4.661,5.887,0.053,0.525,0,0.444,0.215,1
29.059,0.569,25.55,15.919,0.26,0.146,0.117,0.729,6.223,16.388,0.089,0.452,1,-0.456,0.049,1
28.282,0.447,31.6,6.001,0.602,0.333,0.633,2.014,3.182,4.059,0.105,0.284,0,0.581,0.485,1
14.223,1.175,6.05,16.765,0.468,0.042,0.501,1.119,2.234,13.353,0.078,0.535,1,0.553,0.312,1
19.639,0.578,17.0,14.165,0.584,0.161,0.3,1.364,4.552,13.303,0.101,0.393,0,0.883,0.263,1
34.506,0.986,17.49,24.77,0.148,-0.239,0.306,1.493,4.884,26.202,0.123,0.288,0,0.454,0.496,1
8.901,0.551,8.08,11.995,0.276,0.099,0.404,1.62,4.01,7.688,0.079,0.367,0,0.253,0.39,1
15.7,0.665,11.81,6.249,0.102,0.038,0.181,1.428,7.91,3.545,0.0,0.241,0,0.552,0.144,1
8.436,0.27,15.64,12.062,0.209,0.296,0.398,1.566,3.931,14.266,0.164,0.564,1,-0.119,0.183,1
12.172,0.488,12.47,12.822,0.6,-0.058,0.15,1.57,8.0,8.413,0.065,0.908,1,-0.038,0.234,1
38.965,0.653,29.85,19.481,0.647,0.002,0.339,1.376,4.055,18.251,0.039,0.747,1,0.078,0.065,1
15.698,0.997,7.88,6.24,0.12,0.262,0.175,1.213,6.945,5.88,0.024,0.915,1,0.579,0.295,1
6.557,0.655,5.0,4.443,0.258,0.032,0.182,2.141,8.0,3.604,0.063,0.758,1,-0.2,0.507,1
11.304,0.946,5.97,12.189,0.335,-0.172,0.597,0.548,0.918,7.103,0.052,0.915,1,-0.237,0.078,0
7.973,0.76,5.24,25.303,0.467,0.5,0.359,1.497,4.172,12.985,0.043,0.382,1,0.183,0.446,1
19.981,1.007,9.92,15.201,-0.002,-0.166,0.381,1.366,3.583,12.003,0.046,0.501,0,0.351,0.312,1
22.511,0.585,19.23,15.64,0.029,0.037,0.05,1.809,8.0,12.649,0.106,0.517,0,-0.146,0.29,1
27.069,1.198,11.3,5.074,0.448,0.119,0.26,0.873,3.351,5.169,0.182,0.53,0,0.335,0.243,1
24.687,0.479,25.79,11.182,-0.04,0.104,0.419,1.35,3.221,10.823,0.121,0.514,1,0.579,0.465,1
9.12,0.408,11.17,19.664,0.261,0.012,0.379,1.549,4.085,22.213,0.136,0.558,0,0.52,0.177,1
22.005,0.297,36.99,12.899,0.382,0.013,0.05,2.135,8.0,15.178,0.061,0.58,0,0.224,0.256,1
17.475,1.183,7.39,4.262,0.433,0.003,0.381,1.766,4.635,4.186,0.085,0.401,1,0.068,0.369,1
28.796,0.805,17.89,11.069,0.322,-0.173,0.405,1.008,2.49,5.105,0.101,0.469,0,0.707,0.103,1
25.928,0.516,25.1,14.674,0.277,0.48,0.543,1.356,2.5,10.626,0.047,0.685,0,0.105,0.325,1
41.249,0.912,22.61,1.06,0.519,0.006,0.252,2.043,8.0,0.941,0.059,0.753,1,0.429,0.611,1
11.751,0.772,7.61,10.457,0.407,0.169,0.05,1.0,8.0,9.12,0.123,0.587,0,0.785,0.165,1
10.934,1.092,5.01,6.677,0.221,-0.017,0.2,1.561,7.785,3.64,0.135,0.55,0,0.392,0.393,1
14.773,0.213,34.67,16.612,0.358,-0.021,0.185,1.595,8.0,14.392,0.083,0.806,0,-0.249,0.233,1
17.796,0.534,16.67,8.729,0.427,-0.041,0.461,1.407,3.056,5.934,0.02,0.091,0,-0.334,0.094,0
13.426,0.484,13.86,13.519,0.694,-0.26,0.05,2.948,8.0,9.073,0.065,0.814,0,-0.004,0.482,1
12.052,0.107,48.0,10.918,0.507,0.018,0.283,1.394,4.929,11.652,0.008,0.805,0,0.348,0.229,1
21.357,0.865,12.34,8.554,0.593,-0.031,0.564,1.825,3.236,6.309,0.084,0.282,1,0.256,0.1,1
14.751,0.532,13.85,26.714,0.228,0.284,0.351,1.217,3.466,21.956,0.093,0.406,1,0.872,0.477,1
13.155,0.785,8.38,8.047,0.245,-0.189,0.484,1.864,3.847,6.842,0.066,0.535,0,0.252,0.621,1
9.112,1.19,3.83,11.39,0.303,-0.065,0.104,2.035,8.0,9.686,0.092,0.847,0,-0.015,0.532,1
5.194,0.512,5.08,10.9,0.321,-0.13,0.11,1.306,8.0,6.219,0.101,0.828,0,-0.297,0.238,1
32.616,0.495,32.96,12.035,0.148,0.339,0.566,1.573,2.781,10.586,0.093,0.606,0,0.513,0.274,1
32.187,0.63,25.56,25.729,0.603,-0.124,0.365,1.152,3.156,17.179,0.02,0.235,0,0.098,0.428,1
26.278,0.847,15.52,14.684,0.527,0.162,0.365,1.028,2.812,13.568,0.067,0.656,0,-0.427,0.346,1
23.57,0.458,25.71,8.51,0.289,0.244,0.182,2.118,8.0,4.396,0.1,0.198,0,0.108,0.366,1
14.114,0.442,15.96,21.787,0.478,0.021,0.365,1.323,3.623,26.042,0.159,0.71,1,-0.249,0.13,1
23.999,0.864,13.88,15.955,0.395,-0.225,0.178,0.393,2.208,16.236,0.066,0.401,0,-0.049,0.198,0
10.549,0.695,7.59,8.599,0.494,-0.223,0.528,2.483,4.702,6.31,0.108,0.559,1,0.102,0.246,1
19.424,0.089,48.0,20.146,0.081,0.222,0.759,1.199,1.579,12.915,0.124,0.535,0,-0.217,0.061,0
12.622,0.294,21.49,5.041,0.321,-0.202,0.423,1.477,3.495,3.58,0.07,0.749,1,-0.071,0.287,1
24.043,0.975,12.33,5.861,0.338,0.128,0.255,2.42,8.0,5.726,0.137,0.23,0,-0.16,0.224,1
35.544,0.7,25.37,4.088,0.475,0.073,0.05,1.529,8.0,3.779,0.14,0.33,1,-0.151,0.491,1
11.282,0.409,13.78,3.011,0.224,0.125,0.097,1.518,8.0,2.895,0.149,0.387,1,-0.253,0.624,1
14.444,0.557,12.96,19.437,-0.15,0.144,0.583,0.986,1.69,21.599,0.103,0.906,0,-0.069,0.154,0
19.26,0.603,15.96,12.112,0.134,-0.137,0.196,0.783,4.001,9.266,0.198,0.443,0,-0.213,0.359,1
6.998,0.784,4.46,4.325,0.338,-0.145,0.294,1.517,5.153,4.047,0.049,0.584,1,0.305,0.126,1
8.174,0.26,15.69,10.754,0.363,0.193,0.448,1.781,3.974,8.1,0.186,0.534,1,0.17,0.217,1
35.08,0.39,45.0,17.041,0.687,-0.076,0.572,1.753,3.062,15.515,0.118,0.573,1,0.518,0.249,1
21.399,0.668,16.01,7.284,0.467,-0.5,0.32,1.359,4.247,5.68,0.147,0.314,0,0.76,0.171,1
13.746,0.575,11.95,9.255,0.366,0.18,0.289,1.61,5.566,9.453,0.064,0.15,0,0.337,0.235,1
18.336,0.743,12.34,27.343,0.344,-0.157,0.361,0.681,1.889,11.052,0.122,0.369,0,0.257,0.154,0
14.802,0.293,25.29,9.706,0.571,0.143,0.256,1.83,7.153,5.557,0.151,0.474,1,0.359,0.167,1
19.521,0.689,14.16,4.545,0.232,0.329,0.264,1.681,6.368,2.896,0.026,0.407,0,0.263,0.608,1
15.063,0.873,8.63,8.232,0.322,0.053,0.412,2.587,6.282,9.519,0.072,0.189,0,0.118,0.277,1
17.686,0.722,12.25,4.143,0.132,0.249,0.378,1.604,4.245,3.338,0.0,0.648,0,0.09,0.368,1
24.992,0.635,19.69,15.289,0.634,0.081,0.67,1.129,1.685,10.572,0.071,0.725,0,-0.258,0.107,1
24.28,0.576,21.08,6.719,0.428,0.367,0.416,1.575,3.787,4.861,0.039,0.46,1,0.394,0.26,1
34.2,0.391,43.7,6.6,0.208,-0.162,0.523,1.436,2.748,5.026,0.069,0.368,0,0.089,0.102,0
22.079,0.582,18.97,28.588,0.327,0.048,0.189,1.817,8.0,31.282,0.226,0.697,1,0.607,0.518,1
18.869,0.915,10.31,5.491,0.452,0.185,0.429,1.613,3.763,6.424,0.166,0.882,0,0.42,0.437,1
36.457,0.57,31.97,4.919,0.3,0.012,0.242,0.97,4.016,5.289,0.008,0.403,0,-0.119,0.111,1
16.845,0.378,22.31,6.038,0.243,0.28,0.409,0.782,1.911,6.48,0.108,0.502,0,0.536,0.23,0
5.491,0.477,5.76,17.308,0.219,-0.036,0.453,1.731,3.82,9.679,0.12,0.897,0,-0.796,0.252,1
26.423,0.65,20.32,14.286,0.418,0.464,0.357,2.292,6.41,8.785,0.063,0.826,0,0.776,0.113,1
20.915,0.507,20.64,8.174,0.278,0.474,0.711,1.64,2.306,7.167,0.089,0.259,1,-0.368,0.25,0
18.467,0.721,12.8,7.771,0.259,0.106,0.564,2.007,3.557,7.187,0.094,0.497,0,0.273,0.521,1
26.733,0.731,18.29,13.735,0.083,0.161,0.527,2.106,4.0,7.721,0.013,0.189,0,0.25,0.261,1
15.124,0.822,9.2,12.35,0.366,0.288,0.465,1.733,3.731,12.314,0.028,0.835,1,0.493,0.412,1
5.651,0.956,3.0,10.042,0.314,-0.187,0.615,1.193,1.941,5.623,0.089,0.798,0,-0.015,0.316,0
26.967,0.849,15.88,14.536,0.286,-0.212,0.134,1.698,8.0,8.873,0.085,0.293,0,-0.651,0.284,1
13.515,0.366,18.44,5.806,0.39,0.301,0.556,2.204,3.966,3.747,0.045,0.727,0,-0.015,0.075,1
11.506,0.374,15.38,6.784,0.5,0.105,0.201,1.865,8.0,7.305,0.04,0.709,0,0.023,0.127,1
5.827,0.581,5.01,14.922,0.49,0.005,0.265,1.974,7.44,14.708,0.076,0.758,0,-0.617,0.227,1
25.968,0.487,26.65,12.867,0.461,0.052,0.434,1.369,3.152,10.609,0.124,0.677,0,0.116,0.195,1
4.389,0.315,6.96,2.85,0.302,-0.427,0.535,1.499,2.802,3.009,0.076,0.194,0,-0.277,0.598,0
31.475,0.49,32.15,11.149,0.237,0.012,0.177,1.541,8.0,11.71,0.161,0.688,0,0.327,0.363,1
15.822,0.481,16.43,28.078,0.141,-0.101,0.273,1.574,5.764,19.988,0.045,0.497,1,0.014,0.138,1
26.518,0.432,30.69,16.154,0.231,0.234,0.365,2.184,5.99,16.561,0.09,0.418,1,0.786,0.501,1
22.379,0.521,21.48,8.308,0.354,0.249,0.322,0.426,1.324,4.694,0.062,0.3,0,0.01,0.398,0
39.454,0.895,22.05,7.12,0.193,0.165,0.478,1.615,3.378,5.714,0.109,0.763,0,0.251,0.067,1
22.108,0.65,17.01,13.18,0.369,0.129,0.865,1.56,1.803,6.519,0.041,0.606,1,0.025,0.26,1
30.958,1.218,12.71,19.407,0.157,-0.249,0.413,0.914,2.214,14.389,0.176,0.818,0,-0.468,0.558,0
14.228,0.643,11.07,3.757,0.018,0.168,0.24,1.936,8.0,3.067,0.0,0.312,1,0.028,0.107,1
8.157,0.527,7.73,12.696,0.514,0.176,0.156,1.238,7.959,5.89,0.166,0.136,0,0.364,0.238,1
28.337,0.601,23.57,9.173,0.255,0.299,0.301,1.421,4.719,7.064,0.084,0.536,0,0.311,0.559,1
8.028,0.664,6.04,12.11,0.183,0.474,0.209,2.524,8.0,11.158,0.108,0.519,0,-0.003,0.365,1
25.841,0.709,18.23,4.709,0.131,-0.289,0.42,2.105,5.01,4.197,0.147,0.87,1,-0.41,0.196,1
10.835,1.119,4.84,19.4,0.435,-0.028,0.418,1.887,4.517,8.604,0.123,0.649,0,0.326,0.165,1
21.099,0.389,27.14,22.023,0.625,-0.098,0.281,1.79,6.382,10.489,0.043,0.223,0,0.247,0.59,1
39.786,0.815,24.42,15.413,0.269,0.085,0.648,1.518,2.343,10.498,0.11,0.623,0,0.395,0.063,1
24.948,0.652,19.13,24.245,0.307,0.053,0.24,2.6,8.0,26.043,0.173,0.59,1,0.004,0.454,1
16.879,0.207,40.73,8.929,0.564,0.003,0.332,2.001,6.026,9.785,0.036,0.771,0,-0.49,0.248,1
22.613,0.793,14.26,12.542,-0.012,0.256,0.446,1.225,2.748,8.123,0.186,0.72,1,0.287,0.378,1
14.475,0.917,7.89,15.529,0.743,-0.17,0.484,0.9,1.86,15.142,0.099,0.617,0,0.097,0.33,1
46.585,0.386,48.0,13.269,0.839,-0.158,0.542,1.883,3.477,11.437,0.058,0.498,0,0.587,0.24,1
13.027,0.598,10.9,9.55,-0.191,-0.155,0.414,1.572,3.795,11.333,0.035,0.462,0,0.11,0.232,1
